TGS2600,TGS2602,TGS2611,TGS2620,T1,RH1,T2,RH2,T3,RH3,T4,RH4,LAT,LONG,ALT,ACC,t
24.79,22.9,13.69,30.17,41,39.8,41.06,36.19,41.25,33.85,40.92,39.8,41.3705978394,1.9958617687,145.5769042969,0.0394,19
25.02,22.98,13.72,30.4,41,39.8,41.06,36.19,41.25,33.85,40.92,39.8,41.3705978394,1.9958617687,145.5769042969,0.0394,20
25.27,22.93,13.71,30.41,41,39.8,41.06,36.19,41.25,33.85,40.92,39.8,41.3705978394,1.9958617687,145.5769042969,0.0394,21
24.95,23.14,13.74,30.49,41,39.8,41.06,36.19,41.25,33.85,40.92,39.8,41.3705978394,1.9958617687,145.5769042969,0.0394,22
24.89,23.24,13.77,30.59,41,39.8,41.06,36.19,41.25,33.85,40.92,39.8,41.3705978394,1.9958617687,145.5769042969,0.0394,23
24.77,23.2,13.8,30.82,41,39.8,41.06,36.19,41.25,33.85,40.92,39.8,41.3705978394,1.9958617687,145.5769042969,0.0394,24
25.54,23.47,13.89,31.21,41,39.8,41.06,36.19,41.25,33.85,40.92,39.8,41.3705978394,1.9958617687,145.5769042969,0.0394,25
24.76,23.4,13.79,31.1,41,39.8,41.06,36.19,41.25,33.85,40.92,39.8,41.3705978394,1.9958617687,145.5769042969,0.0394,26
25.1,23.61,13.91,31.52,40.98,39.82,41.09,36.32,41.27,33.99,40.92,39.82,41.3705978394,1.9958616495,145.554901123,0.0391,26
25.03,23.58,13.89,31.79,40.98,39.82,41.09,36.32,41.27,33.99,40.92,39.82,41.3705978394,1.9958616495,145.554901123,0.0391,27.1428571428571
25.73,23.83,14.03,32.18,40.98,39.82,41.09,36.32,41.27,33.99,40.92,39.82,41.3705978394,1.9958616495,145.554901123,0.0391,28.2857142857143
25.79,23.8,14,32.22,40.98,39.82,41.09,36.32,41.27,33.99,40.92,39.82,41.3705978394,1.9958616495,145.554901123,0.0391,29.4285714285714
25.86,23.89,13.98,32.12,40.98,39.82,41.09,36.32,41.27,33.99,40.92,39.82,41.3705978394,1.9958616495,145.554901123,0.0391,30.5714285714286
25.87,23.94,14.02,32.26,40.98,39.82,41.09,36.32,41.27,33.99,40.92,39.82,41.3705978394,1.9958616495,145.554901123,0.0391,31.7142857142857
25.82,23.72,13.92,31.84,40.98,39.82,41.09,36.32,41.27,33.99,40.92,39.82,41.3705978394,1.9958616495,145.554901123,0.0391,32.8571428571429
25.84,23.86,13.94,31.67,41.03,39.83,41.09,36.3,41.3,33.99,40.92,39.83,41.3705978394,1.9958617687,145.5740966797,0.0433,32.8571428571429
25.79,23.82,13.97,31.7,41.03,39.83,41.09,36.3,41.3,33.99,40.92,39.83,41.3705978394,1.9958617687,145.5740966797,0.0433,33.8571428571429
25.9,23.86,13.99,31.58,41.03,39.83,41.09,36.3,41.3,33.99,40.92,39.83,41.3705978394,1.9958617687,145.5740966797,0.0433,34.8571428571429
25.86,23.87,14.03,31.67,41.03,39.83,41.09,36.3,41.3,33.99,40.92,39.83,41.3705978394,1.9958617687,145.5740966797,0.0433,35.8571428571429
25.65,23.9,14.03,31.68,41.03,39.83,41.09,36.3,41.3,33.99,40.92,39.83,41.3705978394,1.9958617687,145.5740966797,0.0433,36.8571428571429
25.71,23.99,14.06,31.84,41.03,39.83,41.09,36.3,41.3,33.99,40.92,39.83,41.3705978394,1.9958617687,145.5740966797,0.0433,37.8571428571429
25.1,23.81,14,31.67,41.03,39.83,41.09,36.3,41.3,33.99,40.92,39.83,41.3705978394,1.9958617687,145.5740966797,0.0433,38.8571428571429
25.9,23.97,14,31.68,41.03,39.83,41.09,36.3,41.3,33.99,40.92,39.83,41.3705978394,1.9958617687,145.5740966797,0.0433,39.8571428571429
25.84,23.84,13.99,31.69,41.05,39.81,41.14,36.32,41.31,33.99,40.97,39.81,41.3705978394,1.9958617687,145.5695037842,0.0387,39.8571428571429
25.95,23.93,13.95,31.7,41.05,39.81,41.14,36.32,41.31,33.99,40.97,39.81,41.3705978394,1.9958617687,145.5695037842,0.0387,41.1071428571429
25.8,23.69,14.02,31.71,41.05,39.81,41.14,36.32,41.31,33.99,40.97,39.81,41.3705978394,1.9958617687,145.5695037842,0.0387,42.3571428571429
25.58,23.82,14.02,31.71,41.05,39.81,41.14,36.32,41.31,33.99,40.97,39.81,41.3705978394,1.9958617687,145.5695037842,0.0387,43.6071428571429
25.86,23.79,14.03,31.81,41.05,39.81,41.14,36.32,41.31,33.99,40.97,39.81,41.3705978394,1.9958617687,145.5695037842,0.0387,44.8571428571429
25.98,23.83,14.01,31.77,41.05,39.81,41.14,36.32,41.31,33.99,40.97,39.81,41.3705978394,1.9958617687,145.5695037842,0.0387,46.1071428571429
25.4,23.84,14.06,32.12,41.05,39.81,41.14,36.32,41.31,33.99,40.97,39.81,41.3705978394,1.9958617687,145.5695037842,0.0387,47.3571428571429
25.98,24.02,14.14,32.02,41.05,39.81,41.14,36.32,41.31,33.99,40.97,39.81,41.3705978394,1.9958617687,145.5695037842,0.0387,48.6071428571429
25.78,24.1,14.16,32.11,41.06,39.79,41.16,36.38,41.38,34.01,41.02,39.79,41.3705978394,1.9958620071,145.5697021484,0.0372,48.6071428571429
26.05,23.98,14.14,32.08,41.06,39.79,41.16,36.38,41.38,34.01,41.02,39.79,41.3705978394,1.9958620071,145.5697021484,0.0372,49.3571428571429
26.04,24.1,14.15,32,41.06,39.79,41.16,36.38,41.38,34.01,41.02,39.79,41.3705978394,1.9958620071,145.5697021484,0.0372,50.1071428571429
26.03,23.88,14.09,31.8,41.06,39.79,41.16,36.38,41.38,34.01,41.02,39.79,41.3705978394,1.9958620071,145.5697021484,0.0372,50.8571428571429
26.05,23.93,14.1,31.93,41.06,39.79,41.16,36.38,41.38,34.01,41.02,39.79,41.3705978394,1.9958620071,145.5697021484,0.0372,51.6071428571429
25.6,23.94,14.14,32.44,41.06,39.79,41.16,36.38,41.38,34.01,41.02,39.79,41.3705978394,1.9958620071,145.5697021484,0.0372,52.3571428571429
25.74,23.89,14.09,32.28,41.06,39.79,41.16,36.38,41.38,34.01,41.02,39.79,41.3705978394,1.9958620071,145.5697021484,0.0372,53.1071428571429
26.13,24.15,14.15,31.9,41.06,39.79,41.16,36.38,41.38,34.01,41.02,39.79,41.3705978394,1.9958620071,145.5697021484,0.0372,53.8571428571429
26.19,24.14,14.15,32,41.08,39.75,41.16,36.28,41.36,33.9,41.02,39.75,41.3705978394,1.9958617687,145.6235961914,0.0444,53.8571428571429
26.14,24.13,14.22,32.15,41.08,39.75,41.16,36.28,41.36,33.9,41.02,39.75,41.3705978394,1.9958617687,145.6235961914,0.0444,55.1071428571429
26.18,24.13,14.22,32.14,41.08,39.75,41.16,36.28,41.36,33.9,41.02,39.75,41.3705978394,1.9958617687,145.6235961914,0.0444,56.3571428571429
26.19,24.18,14.19,32.14,41.08,39.75,41.16,36.28,41.36,33.9,41.02,39.75,41.3705978394,1.9958617687,145.6235961914,0.0444,57.6071428571429
26.22,24.13,14.24,32.24,41.08,39.75,41.16,36.28,41.36,33.9,41.02,39.75,41.3705978394,1.9958617687,145.6235961914,0.0444,58.8571428571429
25.63,24.01,14.21,32.45,41.08,39.75,41.16,36.28,41.36,33.9,41.02,39.75,41.3705978394,1.9958617687,145.6235961914,0.0444,60.1071428571429
26.36,24.25,14.31,32.69,41.08,39.75,41.16,36.28,41.36,33.9,41.02,39.75,41.3705978394,1.9958617687,145.6235961914,0.0444,61.3571428571429
26.32,24.14,14.27,32.74,41.08,39.75,41.16,36.28,41.36,33.9,41.02,39.75,41.3705978394,1.9958617687,145.6235961914,0.0444,62.6071428571429
26.46,24.26,14.31,32.95,41.14,39.7,41.22,36.16,41.39,33.83,41.03,39.7,41.3705978394,1.9958615303,145.6407928467,0.0387,62.6071428571429
26.38,24.35,14.37,32.92,41.14,39.7,41.22,36.16,41.39,33.83,41.03,39.7,41.3705978394,1.9958615303,145.6407928467,0.0387,64.8571428571429
26.5,24.24,14.29,32.92,41.14,39.7,41.22,36.16,41.39,33.83,41.03,39.7,41.3705978394,1.9958615303,145.6407928467,0.0387,67.1071428571429
25.8,24.2,14.31,32.68,41.14,39.7,41.22,36.16,41.39,33.83,41.03,39.7,41.3705978394,1.9958615303,145.6407928467,0.0387,69.3571428571429
26.27,24.39,14.42,33.03,41.14,39.7,41.22,36.16,41.39,33.83,41.03,39.7,41.3705978394,1.9958615303,145.6407928467,0.0387,71.6071428571429
26.22,24.3,14.41,32.95,41.14,39.7,41.22,36.16,41.39,33.83,41.03,39.7,41.3705978394,1.9958615303,145.6407928467,0.0387,73.8571428571429
25.95,24.32,14.39,33,41.14,39.7,41.22,36.16,41.39,33.83,41.03,39.7,41.3705978394,1.9958615303,145.6407928467,0.0387,76.1071428571429
26.45,24.22,14.4,33.08,41.14,39.7,41.22,36.16,41.39,33.83,41.03,39.7,41.3705978394,1.9958615303,145.6407928467,0.0387,78.3571428571429
26.53,24.37,14.37,32.58,41.19,39.66,41.3,36.11,41.42,33.73,41.08,39.66,41.3705978394,1.9958616495,145.6466064453,0.0393,78.3571428571429
25.63,24.47,14.44,32.43,41.19,39.66,41.3,36.11,41.42,33.73,41.08,39.66,41.3705978394,1.9958616495,145.6466064453,0.0393,80.3571428571429
26.05,24.43,14.41,32.88,41.19,39.66,41.3,36.11,41.42,33.73,41.08,39.66,41.3705978394,1.9958616495,145.6466064453,0.0393,82.3571428571429
26.17,24.26,14.38,32.66,41.19,39.66,41.3,36.11,41.42,33.73,41.08,39.66,41.3705978394,1.9958616495,145.6466064453,0.0393,84.3571428571429
26.55,24.38,14.46,32.64,41.19,39.66,41.3,36.11,41.42,33.73,41.08,39.66,41.3705978394,1.9958616495,145.6466064453,0.0393,86.3571428571429
